initial_alias,converted_alias,name,description,namespace
FARP2,ENSG00000006607,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
USH1C,ENSG00000006611,USH1C,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GGCT,ENSG00000006625,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DBF4,ENSG00000006634,DBF4,DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TBXA2R,ENSG00000006638,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IFRD1,ENSG00000006652,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LGALS14,ENSG00000006659,LGALS14,galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
COX10,ENSG00000006695,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GTF2IRD1,ENSG00000006704,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PAF1,ENSG00000006712,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
VPS41,ENSG00000006715,VPS41,VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ARHGAP44,ENSG00000006740,ARHGAP44,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ELAC2,ENSG00000006744,ELAC2,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SCIN,ENSG00000006747,SCIN,scinderin [Source:HGNC Symbol;Acc:HGNC:21695],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ARSD,ENSG00000006756,ARSD,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PNPLA4,ENSG00000006757,PNPLA4,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MYH13,ENSG00000006788,MYH13,myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ADIPOR2,ENSG00000006831,ADIPOR2,adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CDKL3,ENSG00000006837,CDKL3,cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UPP2,ENSG00000007001,UPP2,uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PRSS21,ENSG00000007038,PRSS21,serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MARK4,ENSG00000007047,MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PROM1,ENSG00000007062,PROM1,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCDC124,ENSG00000007080,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CEACAM21,ENSG00000007129,CEACAM21,CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PAFAH1B1,ENSG00000007168,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NOS2,ENSG00000007171,NOS2,nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DNAH9,ENSG00000007174,DNAH9,dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
KIAA0100,ENSG00000007202,BLTP2,bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960],UNIPROT_GN
SLC13A2,ENSG00000007216,SLC13A2,solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GAS7,ENSG00000007237,GAS7,growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TRAPPC6A,ENSG00000007255,TRAPPC6A,trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MATK,ENSG00000007264,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CEACAM7,ENSG00000007306,CEACAM7,CEA cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD79B,ENSG00000007312,CD79B,CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SCN4A,ENSG00000007314,SCN4A,sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ST7L,ENSG00000007341,ST7L,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TKTL1,ENSG00000007350,TKTL1,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PAX6,ENSG00000007372,PAX6,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPUSD1,ENSG00000007376,RPUSD1,RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RHBDF1,ENSG00000007384,RHBDF1,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LUC7L,ENSG00000007392,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CACNA2D2,ENSG00000007402,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BAIAP3,ENSG00000007516,BAIAP3,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TSR3,ENSG00000007520,TSR3,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PIGQ,ENSG00000007541,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CRAMP1,ENSG00000007545,CRAMP1,cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TEAD3,ENSG00000007866,TEAD3,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SELE,ENSG00000007908,SELE,selectin E [Source:HGNC Symbol;Acc:HGNC:10718],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DNAJC11,ENSG00000007923,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FMO3,ENSG00000007933,FMO3,flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MYLIP,ENSG00000007944,MYLIP,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NOX1,ENSG00000007952,NOX1,NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
E2F2,ENSG00000007968,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PSMB1,ENSG00000008018,PSMB1,proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SYN1,ENSG00000008056,SYN1,synapsin I [Source:HGNC Symbol;Acc:HGNC:11494],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
JARID2,ENSG00000008083,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CDKL5,ENSG00000008086,CDKL5,cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CAMK1G,ENSG00000008118,CAMK1G,calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CDK11A,ENSG00000008128,CDK11A,cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NADK,ENSG00000008130,NADK,NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TFAP2B,ENSG00000008196,TFAP2B,transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TFAP2D,ENSG00000008197,TFAP2D,transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DLEC1,ENSG00000008226,DLEC1,DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CYTH3,ENSG00000008256,CYTH3,cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ADAM22,ENSG00000008277,ADAM22,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SYPL1,ENSG00000008282,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CYB561,ENSG00000008283,CYB561,cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SPAG9,ENSG00000008294,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CELSR3,ENSG00000008300,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
AASS,ENSG00000008311,AASS,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PLEKHG6,ENSG00000008323,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SS18L2,ENSG00000008324,SS18L2,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MPND,ENSG00000008382,MPND,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MGST1,ENSG00000008394,MGST1,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CRY1,ENSG00000008405,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PGLYRP1,ENSG00000008438,PGLYRP1,peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NFIX,ENSG00000008441,NFIX,nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ST3GAL1,ENSG00000008513,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MMP25,ENSG00000008516,MMP25,matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IL32,ENSG00000008517,IL32,interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PKD1,ENSG00000008710,PKD1,"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]","DBASS3,ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MAPK8IP2,ENSG00000008735,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MED24,ENSG00000008838,MED24,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RHOBTB2,ENSG00000008853,RHOBTB2,Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HEATR5B,ENSG00000008869,HEATR5B,HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SEC62,ENSG00000008952,SEC62,"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPS20,ENSG00000008988,RPS20,ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CSDE1,ENSG00000009307,CSDE1,cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UBE3C,ENSG00000009335,UBE3C,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
REV3L,ENSG00000009413,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TENM1,ENSG00000009694,TENM1,teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PAX7,ENSG00000009709,PAX7,paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MASP2,ENSG00000009724,MASP2,MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IYD,ENSG00000009765,IYD,iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FAM76A,ENSG00000009780,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TRAF3IP3,ENSG00000009790,TRAF3IP3,TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
POMT2,ENSG00000009830,POMT2,protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
VTA1,ENSG00000009844,VTA1,vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MLXIPL,ENSG00000009950,MLXIPL,MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BAZ1B,ENSG00000009954,BAZ1B,bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RANBP9,ENSG00000010017,RANBP9,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ETV7,ENSG00000010030,ETV7,ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SPRTN,ENSG00000010072,SPRTN,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
METTL13,ENSG00000010165,METTL13,"methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DYRK4,ENSG00000010219,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF207,ENSG00000010244,ZNF207,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UQCRC1,ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
STARD3NL,ENSG00000010270,STARD3NL,STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD9,ENSG00000010278,CD9,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HHATL,ENSG00000010282,HHATL,hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NCAPD2,ENSG00000010292,NCAPD2,non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IFFO1,ENSG00000010295,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GIPR,ENSG00000010310,GIPR,gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PHF7,ENSG00000010318,PHF7,PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SEMA3G,ENSG00000010319,SEMA3G,semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NISCH,ENSG00000010322,NISCH,nischarin [Source:HGNC Symbol;Acc:HGNC:18006],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
STAB1,ENSG00000010327,STAB1,stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FUZ,ENSG00000010361,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLC6A13,ENSG00000010379,SLC6A13,solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IDS,ENSG00000010404,IDS,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PRSS3,ENSG00000010438,PRSS3,serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF200,ENSG00000010539,ZNF200,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD4,ENSG00000010610,CD4,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LRRC23,ENSG00000010626,LRRC23,leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BTK,ENSG00000010671,BTK,Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HFE,ENSG00000010704,HFE,homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SCMH1,ENSG00000010803,SCMH1,Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FYN,ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HIVEP2,ENSG00000010818,HIVEP2,HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FMO1,ENSG00000010932,FMO1,flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TCEB3,ENSG00000011007,ELOA,elongin A [Source:HGNC Symbol;Acc:HGNC:11620],UNIPROT_GN
LYPLA2,ENSG00000011009,LYPLA2,lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CLCN6,ENSG00000011021,CLCN6,chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MRC2,ENSG00000011028,MRC2,mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NME1-NME2,ENSG00000011052,NME1-NME2,NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLC6A7,ENSG00000011083,SLC6A7,solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TSPAN9,ENSG00000011105,TSPAN9,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BTBD7,ENSG00000011114,BTBD7,BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
